음식이름,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,원산지국코드,품목제조보고번호,데이터생성방법코드,제공기관코드,표본개수
퀴노아현미볶음밥,160.0,,11.9,3.81,,19.05,1.43,,,,,,152.0,,,,,,,,,28.57,0.48,0.0,,3.0,,,2.0,1471000.0,1
퀸즈시그니처스테이크,169.0,,7.06,8.16,,16.99,2.13,,,,,,226.0,,,,,,,,,34.34,2.17,0.18,,3.0,,,2.0,1471000.0,1
큐브스테이크,256.0,,7.830000000000001,10.450000000000001,,30.483333333333334,5.626666666666668,,,,,,594.0,,,,,,,,,27.45,3.44,0.21666666666666667,,3.0,,,2.0,1471000.0,3
큐브스테이크버거,220.0,,8.96,10.95,,21.39,6.97,,,,,,545.0,,,,,,,,,17.91,2.44,0.0,,3.0,,,2.0,1471000.0,4
큐브스테이크볼,133.0,,8.92,8.28,,5.73,3.82,,,,,,446.0,,,,,,,,,19.11,2.61,0.13,,3.0,,,2.0,1471000.0,1
큐브스테이크샐러드,117.0,,5.85,7.02,,7.6,7.6,,,,,,415.0,,,,,,,,,35.09,3.51,0.0,,3.0,,,2.0,1471000.0,1
큐브스테이크정식,146.0,,5.51,3.9,,22.25,6.42,,,,,,284.0,,,,,,,,,22.94,1.15,0.0,,3.0,,,2.0,1471000.0,1
큐브스테이크케밥,217.0,,7.5,5.83,,33.33,5.0,,,,,,475.0,,,,,,,,,16.67,1.83,0.0,,3.0,,,2.0,1471000.0,1
큐브치즈토마토파스타,126.0,,4.57,2.86,,20.57,2.86,,,,,,266.0,,,,,,,,,4.29,0.77,0.0,,3.0,,,2.0,1471000.0,1
크래미감자볶음,124.0,,11.89,3.33,,11.44,0.0,,,,,,378.0,,,,,,,,,28.89,0.0,0.0,,3.0,,,2.0,1471000.0,1
크래미계란탕,40.0,,2.67,2.2,,2.0,0.67,,,,,,140.0,,,,,,,,,80.0,0.93,0.0,,3.0,,,2.0,1471000.0,1
크래미날치알삼각김밥,195.0,,8.18,7.27,,23.64,0.91,,,,,,245.0,,,,,,,,,13.64,0.91,0.0,,3.0,,,2.0,1471000.0,1
크래미듬뿍샌드위치,199.0,,5.85,5.85,,30.73,5.85,,,,,,610.0,,,,,,,,,31.71,1.56,0.0,,3.0,,,2.0,1471000.0,1
크래미샌드위치,234.0,,8.13,11.25,,25.0,3.13,,,,,,569.0,,,,,,,,,9.38,4.38,0.19,,3.0,,,2.0,1471000.0,1
크래미샐러드,153.5,,5.86,7.654999999999999,,16.17,2.595,,,,,,388.5,,,,,,,,,36.525,1.665,0.0,,3.0,,,2.0,1471000.0,2
크래미아샐러드,131.0,,3.02,7.6,,13.08,7.8,,,,,,415.5,,,,,,,,,7.5,1.2,0.0,,3.0,,,2.0,1471000.0,2
크래미지단김밥,169.5,,3.7649999999999997,4.130000000000001,,29.165,5.195,,,,,,463.5,,,,,,,,,14.95,0.61,0.01,,3.0,,,2.0,1471000.0,2
크래미토핑유부초밥,191.0,,4.87,6.41,,28.5,7.78,,,,,,494.0,,,,,,,,,1.37,1.01,0.03,,3.0,,,2.0,1471000.0,1
크랜베리감자샐러드,173.0,,1.94,11.26,,15.92,7.48,,,,,,328.0,,,,,,,,,13.4,2.72,0.19,,3.0,,,2.0,1471000.0,1
크랜베리그린샐러드,80.0,,1.25,0.0,,18.75,12.5,,,,,,19.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
크랜베리단호박샐러드,197.0,,1.2,13.0,,18.8,9.0,,,,,,130.0,,,,,,,,,9.0,2.0,0.0,,3.0,,,2.0,1471000.0,1
크랜베리샌드위치,314.0,,5.71,22.14,,22.86,6.43,,,,,,543.0,,,,,,,,,39.29,5.71,0.29,,3.0,,,2.0,1471000.0,1
크랜베리치킨샌드위치,231.42857142857142,,8.44,12.498571428571427,,21.15142857142857,6.6000000000000005,,,,,,374.0,,,,,,,,,15.620000000000001,2.432857142857143,0.21,,3.0,,,2.0,1471000.0,7
크랜베리치킨샐러드,127.0,,2.37,9.47,,10.65,3.55,,,,,,89.0,,,,,,,,,0.0,0.36,0.0,,3.0,,,2.0,1471000.0,1
크랩가득유부초밥,174.5,,5.26,5.21,,26.625,3.6550000000000002,,,,,,442.0,,,,,,,,,3.2,0.5549999999999999,0.025,,3.0,,,2.0,1471000.0,2
크랩맛살유부초밥,167.0,,4.44,4.0,,28.19,3.73,,,,,,395.0,,,,,,,,,3.25,0.74,0.06,,3.0,,,2.0,1471000.0,1
크랩맛샌드위치,205.0,,5.33,8.0,,28.0,4.67,,,,,,573.0,,,,,,,,,10.0,1.67,0.0,,3.0,,,2.0,1471000.0,1
크랩맛샐러드,55.0,,3.4,1.33,,7.33,6.15,,,,,,189.0,,,,,,,,,7.99,0.36,0.01,,3.0,,,2.0,1471000.0,1
크랩참치마요삼각김밥,181.0,,3.64,3.64,,28.18,1.82,,,,,,352.0,,,,,,,,,3.64,0.91,0.09,,3.0,,,2.0,1471000.0,1
크랩토핑유부초밥,191.0,,4.8,4.0,,30.0,5.2,,,,,,376.0,,,,,,,,,3.2,0.72,0.0,,3.0,,,2.0,1471000.0,1
크렌베리치킨샌드위치,70.0,,3.23,3.83,,5.76,1.28,,,,,,106.0,,,,,,,,,23.18,1.33,0.0,,3.0,,,2.0,1471000.0,1
크루통샐러드,125.0,,2.83,6.45,,13.91,4.77,,,,,,136.0,,,,,,,,,2.39,1.2,0.04,,3.0,,,2.0,1471000.0,1
크루통컵스프버섯크림,417.0,,4.17,15.0,,66.67,25.0,,,,,,1708.0,,,,,,,,,41.67,8.33,0.0,,3.0,,,2.0,1471000.0,1
크루통컵스프콘크림,396.0,,4.17,6.67,,79.17,33.33,,,,,,1750.0,,,,,,,,,0.0,2.92,0.0,,3.0,,,2.0,1471000.0,1
크리미맛살샐러드,120.0,,7.32,6.86,,7.21,4.53,,,,,,245.0,,,,,,,,,84.85,1.55,0.0,,3.0,,,2.0,1471000.0,1
크리미머쉬룸샌드위치,228.0,,8.33,11.67,,22.5,4.17,,,,,,500.0,,,,,,,,,33.33,4.17,0.67,,3.0,,,2.0,1471000.0,1
크리미명란파스타,196.0,,4.48,9.47,,23.16,2.82,,,,,,277.0,,,,,,,,,11.2,3.2,0.07,,3.0,,,2.0,1471000.0,2
크리미불닭버거,273.0,,8.67,14.0,,28.0,7.33,,,,,,707.0,,,,,,,,,30.0,3.33,0.0,,3.0,,,2.0,1471000.0,1
크리미불닭치즈버거,279.0,,9.66,16.55,,22.76,7.59,,,,,,586.0,,,,,,,,,51.72,6.21,0.76,,3.0,,,2.0,1471000.0,2
크리스피샐러드,84.0,,6.67,2.19,,9.28,3.13,,,,,,183.0,,,,,,,,,11.04,0.78,0.05,,3.0,,,2.0,1471000.0,1
크리스피어니언스프,410.0,,10.0,12.0,,65.0,30.0,,,,,,1750.0,,,,,,,,,25.0,4.5,0.0,,3.0,,,2.0,1471000.0,1
크림굴림만두와,172.0,,10.7,6.98,,16.74,1.86,,,,,,279.0,,,,,,,,,37.21,1.86,0.0,,3.0,,,2.0,1471000.0,1
크림닭고기덮밥,163.0,,9.5,11.5,,5.5,2.5,,,,,,390.0,,,,,,,,,57.5,6.0,0.15,,3.0,,,2.0,1471000.0,1
크림떡볶이,242.0,,4.07,3.47,,48.66,6.15,,,,,,401.0,,,,,,,,,6.2,2.27,0.1,,3.0,,,2.0,1471000.0,1
크림미트볼그라탕,169.0,,7.78,8.33,,15.56,1.67,,,,,,378.0,,,,,,,,,25.0,4.44,0.0,,3.0,,,2.0,1471000.0,1
크림빠네파스타,180.0,,5.35,5.01,,28.47,1.18,,,,,,421.0,,,,,,,,,6.73,3.0,0.07,,3.0,,,2.0,1471000.0,1
크림삼치구이,143.0,,14.76,8.1,,2.38,1.43,,,,,,400.0,,,,,,,,,119.05,5.24,0.29,,3.0,,,2.0,1471000.0,1
크림새우단호박덮밥,128.0,,2.5,2.31,,21.25,0.63,,,,,,88.0,,,,,,,,,3.13,0.75,0.0,,3.0,,,2.0,1471000.0,1
크림새우덮밥소스,62.0,,4.62,2.23,,6.15,2.31,,,,,,92.0,,,,,,,,,38.46,1.23,0.0,,3.0,,,2.0,1471000.0,1
크림소스파스타,138.0,,3.72,5.64,,18.18,2.57,,,,,,349.0,,,,,,,,,3.52,4.27,0.11,,3.0,,,2.0,1471000.0,1
크림스프,302.0,,7.1433333333333335,9.883333333333333,,46.04666666666666,13.286666666666667,,,,,,1381.0,,,,,,,,,6.863333333333333,5.13,0.12666666666666668,,3.0,,,2.0,1471000.0,3
크림야채누들파스타,42.0,,2.31,1.77,,4.62,2.31,,,,,,100.0,,,,,,,,,7.69,1.46,0.0,,3.0,,,2.0,1471000.0,1
크림우동,217.0,,5.59,13.16,,19.08,3.95,,,,,,372.0,,,,,,,,,22.04,2.96,0.1,,3.0,,,2.0,1471000.0,1
크림치즈김밥,172.33333333333334,,4.386666666666667,4.923333333333333,,27.606666666666666,3.0966666666666662,,,,,,504.3333333333333,,,,,,,,,14.340000000000002,2.766666666666667,0.09333333333333334,,3.0,,,2.0,1471000.0,3
크림치즈상하이버거,312.0,,8.67,18.67,,27.33,6.67,,,,,,680.0,,,,,,,,,33.33,4.0,0.0,,3.0,,,2.0,1471000.0,2
크림치즈샌드위치,250.0,,4.94,12.96,,28.4,6.79,,,,,,452.0,,,,,,,,,17.9,4.94,0.06,,3.0,,,2.0,1471000.0,1
크림치즈스테이크버거,311.0,,9.38,18.75,,26.25,10.0,,,,,,669.0,,,,,,,,,43.75,6.25,0.19,,3.0,,,2.0,1471000.0,2
크림치즈스프레드,325.2,,5.4,23.2,,23.7,9.8,,,,,,422.0,,,,,,,,,48.0,15.8,0.29,,3.0,,,2.0,1471000.0,5
크림치즈치킨샌드위치,273.0,,11.03,13.79,,26.21,6.21,,,,,,469.0,,,,,,,,,13.79,4.14,0.14,,3.0,,,2.0,1471000.0,1
크림치즈호떡버거,300.0,,9.23,9.55,,44.36,18.84,,,,,,513.0,,,,,,,,,13.78,4.48,0.06,,3.0,,,2.0,1471000.0,1
크림카레,62.0,,1.74,2.09,,9.13,1.74,,,,,,5.0,,,,,,,,,0.87,0.26,0.0,,3.0,,,2.0,1471000.0,1
크림카레덮밥,141.0,,2.97,3.24,,24.86,1.35,,,,,,251.0,,,,,,,,,8.11,2.16,0.0,,3.0,,,2.0,1471000.0,1
크림카레우동,153.0,,2.73,5.45,,23.33,3.03,,,,,,542.0,,,,,,,,,1.52,3.03,0.15,,3.0,,,2.0,1471000.0,1
크림파지올리니파스타,260.0,,3.0,19.0,,19.0,5.0,,,,,,410.0,,,,,,,,,15.0,3.3,0.0,,3.0,,,2.0,1471000.0,1
크림후실리파스타,202.0,,5.22,10.0,,22.61,2.17,,,,,,343.0,,,,,,,,,15.22,3.91,0.22,,3.0,,,2.0,1471000.0,1
큭큭피자,280.0,,25.0,19.0,,2.2,0.9,,,,,,730.0,,,,,,,,,64.0,12.0,0.6,,3.0,,,2.0,1471000.0,1
큰꼬마고추참치김밥,177.0,,4.5,4.47,,29.7,3.75,,,,,,336.0,,,,,,,,,4.74,0.61,0.03,,3.0,,,2.0,1471000.0,1
큰꼬마진미채김밥,162.0,,5.66,1.69,,31.01,2.76,,,,,,300.0,,,,,,,,,31.48,0.27,0.01,,3.0,,,2.0,1471000.0,1
큰컵밥강된장덮밥,126.0,,3.09,1.76,,24.59,2.94,,,,,,391.0,,,,,,,,,2.94,0.29,0.0,,3.0,,,2.0,1471000.0,1
큰컵밥새우간짜장,132.0,,3.24,2.06,,25.0,2.35,,,,,,269.0,,,,,,,,,4.41,0.71,0.0,,3.0,,,2.0,1471000.0,1
클래식감자애호박볶음,49.0,,2.0,1.2,,8.0,3.0,,,,,,44.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
클래식대게살새우김국,12.0,,1.88,0.0,,0.63,0.0,,,,,,69.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
클래식불고기버거,276.0,,10.34,14.48,,25.52,4.83,,,,,,607.0,,,,,,,,,20.69,1.93,0.0,,3.0,,,2.0,1471000.0,2
클래식에그버거,264.0,,8.28,12.27,,30.04,6.89,,,,,,389.0,,,,,,,,,26.03,3.55,0.0,,3.0,,,2.0,1471000.0,1
클래식오징어무국,19.0,,1.25,1.13,,0.63,0.0,,,,,,61.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
클래식우엉야채볶음,68.0,,3.75,1.25,,11.25,3.75,,,,,,160.0,,,,,,,,,6.25,0.0,0.0,,3.0,,,2.0,1471000.0,1
클래식우유,65.0,,3.0,3.5,,5.0,5.0,,100.0,,,,50.0,,,,,,,,,15.0,2.7,0.0,,3.0,,,2.0,1471000.0,1
클래식치즈버거,228.33333333333334,,11.770000000000001,9.126666666666667,,24.996666666666666,7.93,,,,,,555.0,,,,,,,,,22.399999999999995,3.11,0.14666666666666667,,3.0,,,2.0,1471000.0,3
클래식콥샐러드,100.0,,9.07,4.74,,5.3,1.41,,,,,,230.0,,,,,,,,,73.04,2.02,0.08,,3.0,,,2.0,1471000.0,1
클래식콥홈파티샐러드,121.0,,6.75,7.5,,6.5,2.25,,,,,,268.0,,,,,,,,,16.25,1.5,0.08,,3.0,,,2.0,1471000.0,1
클래식한우닭가슴살국,32.0,,2.5,1.81,,1.25,0.0,,,,,,45.0,,,,,,,,,4.38,0.38,0.0,,3.0,,,2.0,1471000.0,1
클래식한우미역국,24.0,,3.33,0.93,,0.67,0.0,,,,,,76.0,,,,,,,,,7.33,0.4,0.0,,3.0,,,2.0,1471000.0,1
클래식한우흰살생선국,16.0,,2.5,0.44,,0.63,0.0,,,,,,24.0,,,,,,,,,7.5,0.0,0.0,,3.0,,,2.0,1471000.0,1
클램차우더스프,104.0,,2.19,7.066666666666666,,7.956666666666667,3.1166666666666667,,,,,,294.0,,,,,,,,,11.93,4.426666666666667,0.15666666666666665,,3.0,,,2.0,1471000.0,3
클랩피자,317.0,,24.0,19.0,,1.0,1.0,,,,,,300.0,,,,,,,,,100.0,15.0,0.4,,3.0,,,2.0,1471000.0,1
클럽버거,220.5,,7.945,12.645,,18.825,3.825,,,,,,326.5,,,,,,,,,27.354999999999997,4.12,0.0,,3.0,,,2.0,1471000.0,2
클럽샌드위치,166.25,,6.8175,8.6525,,15.28,2.4274999999999998,,,,,,283.75,,,,,,,,,41.705,2.3075,0.045,,3.0,,,2.0,1471000.0,4
클럽치킨샌드위치,163.0,,9.13,5.65,,18.26,3.04,,,,,,479.0,,,,,,,,,14.35,2.17,0.0,,3.0,,,2.0,1471000.0,1
클린라벨양파스프,35.0,,1.0,1.1,,5.0,4.0,,,,,,310.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
클린스프,50.0,,4.33,1.33,,5.33,3.33,,,,,,160.0,,,,,,,,,10.0,0.6,0.0,,3.0,,,2.0,1471000.0,2
클린우유,60.0,,3.0,3.6,,4.5,4.5,,100.0,,,,50.0,,,,,,,,,15.0,2.3,0.0,,3.0,,,2.0,1471000.0,1
큼직한김치낙지죽,42.0,,1.2,0.52,,8.8,0.8,,,,,,216.0,,,,,,,,,1.88,0.0,0.0,,3.0,,,2.0,1471000.0,1
큼직한새알동지팥죽,82.0,,3.6,0.2,,18.4,5.6,,,,,,164.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
큼직한쇠고기버섯죽,62.0,,2.8,1.2,,10.4,0.8,,,,,,144.0,,,,,,,,,6.0,0.32,0.0,,3.0,,,2.0,1471000.0,2
큼직한통새우전복죽,62.0,,2.4,1.0,,11.6,0.4,,,,,,152.0,,,,,,,,,6.0,0.32,0.0,,3.0,,,2.0,1471000.0,2
키드우유,69.0,,3.33,3.89,,5.0,4.44,,,,,,39.0,,,,,,,,,11.11,2.22,0.0,,3.0,,,2.0,1471000.0,1
키리모찌떡볶이,234.0,,4.58,1.51,,50.4,4.16,,,,,,521.0,,,,,,,,,0.77,0.28,0.01,,3.0,,,2.0,1471000.0,1
키마카레,140.5,,9.254999999999999,8.16,,7.615,3.505,,,,,,690.0,,,,,,,,,31.665,3.06,0.02,,3.0,,,2.0,1471000.0,2
키마카레덮밥,130.0,,4.140000000000001,3.285,,20.965,3.58,,,,,,230.5,,,,,,,,,6.695,0.895,0.0,,3.0,,,2.0,1471000.0,2
키토키친방탄세줄김밥,110.0,,3.64,3.03,,17.37,1.21,,,,,,184.0,,,,,,,,,12.32,0.4,0.0,,3.0,,,2.0,1471000.0,1
키토키친방탄정통김밥,102.0,,3.47,1.98,,17.66,0.5,,,,,,162.0,,,,,,,,,16.67,0.45,0.0,,3.0,,,2.0,1471000.0,1
킹스곤드레비빔밥,350.0,,8.0,6.0,,68.0,4.0,,,,,,810.0,,,,,,,,,0.0,0.8,0.0,,3.0,,,2.0,1471000.0,1
킹스산채비빔밥,165.0,,2.79,2.33,,33.02,0.0,,,,,,214.0,,,,,,,,,0.0,1.58,0.37,,3.0,,,2.0,1471000.0,1
킹스피셔정어리통조림,221.0,,9.15,17.5,,6.65,0.0,,,,,,316.5,,,,,,,,,22.5,5.85,0.0,,3.0,360.0,,2.0,1471000.0,2
킹장우듬뿍달걀김밥,174.0,,3.83,7.23,,23.4,2.55,,,,,,468.0,,,,,,,,,51.06,2.09,0.0,,3.0,,,2.0,1471000.0,4
킹장우듬뿍참치김밥,219.0,,7.59,9.7,,25.31,4.64,,,,,,451.0,,,,,,,,,21.1,2.95,0.21,,3.0,,,2.0,1471000.0,4
킹장우듬뿍햄참치김밥,156.0,,5.77,3.08,,26.15,1.92,,,,,,215.0,,,,,,,,,13.46,1.15,0.0,,3.0,,,2.0,1471000.0,2
킹정떡볶이,176.33333333333334,,6.2316666666666665,1.2883333333333333,,35.309999999999995,6.25,2.2,24.5,0.485,,84.25,709.0,,,,,,,,0.0,2.025,0.4033333333333333,0.0,,3.0,,,2.0,1471000.0,6
타덮밥,201.0,,6.15,7.38,,27.38,4.31,,,,,,386.0,,,,,,,,,28.92,1.38,0.06,,3.0,,,2.0,1471000.0,1
타래만두,227.0,,8.05,10.25,,25.76,2.48,,,,,,411.0,,,,,,,,,25.35,7.25,0.0,,3.0,,,2.0,1471000.0,1
타요로제떡볶이,260.0,,5.22,4.35,,51.3,5.22,,,,,,335.0,,,,,,,,,2.61,1.74,0.0,,3.0,,,2.0,1471000.0,1
타원납작어묵,166.0,,13.1,5.84,,15.5,0.0,,,,,,665.0,,,,,,,,,32.57,0.66,0.06,,3.0,,,2.0,1471000.0,1
타원어묵,166.0,,13.1,5.84,,15.5,0.0,,,,,,665.0,,,,,,,,,32.57,0.66,0.06,,3.0,,,2.0,1471000.0,1
타이식고기컬리컵밥,120.0,,8.32,7.0,,7.32,0.36,,,,,,233.0,,,,,,,,,47.28,2.56,0.0,,3.0,,,2.0,1471000.0,1
타이식돼지볶음소시지,200.0,,11.43,12.14,,11.07,1.07,,,,,,361.0,,,,,,,,,27.86,4.29,0.0,,3.0,,,2.0,1471000.0,1
타이페이식우육탕면,90.0,,4.38,0.69,,16.72,0.31,,,,,,364.0,,,,,,,,,3.91,0.55,0.0,,3.0,,,2.0,1471000.0,1
타이핫곤약샐러드,97.0,,0.2,4.1,,14.8,10.5,,,,,,769.0,,,,,,,,,0.0,0.66,0.05,,3.0,,,2.0,1471000.0,1
탄두리닭가슴살볶음밥,148.0,,6.77,4.35,,20.455,0.965,,,,,,246.5,,,,,,,,,30.7,0.895,0.0,,3.0,,,2.0,1471000.0,2
탄두리닭가슴살현미밥,147.0909090909091,,6.949090909090909,4.01,,20.913636363636364,2.89,,,,,,286.0,,,,,,,,,36.11545454545455,1.1854545454545453,0.04181818181818182,,3.0,,,2.0,1471000.0,11
탄두리볶음밥,155.0,,7.745,5.37,,18.855,3.1550000000000002,,,,,,267.5,,,,,,,,,22.165,1.7249999999999999,0.025,,3.0,,,2.0,1471000.0,2
탄두리야채현미밥,151.0,,8.02,2.83,,23.3,4.87,,,,,,295.0,,,,,,,,,16.72,0.53,0.0,,3.0,,,2.0,1471000.0,1
탄두리치킨샌드위치,195.0,,10.06,8.28,,20.12,2.37,,,,,,605.0,,,,,,,,,32.54,3.55,0.0,,3.0,,,2.0,1471000.0,1
탄두리치킨샐러드,130.0,,8.8,6.48,,9.26,5.09,,,,,,245.0,,,,,,,,,25.46,1.71,0.0,,3.0,,,2.0,1471000.0,1
탄두리치킨커리덮밥,163.0,,6.07,4.29,,25.0,2.86,,,,,,286.0,,,,,,,,,14.29,1.61,0.0,,3.0,,,2.0,1471000.0,1
탕국,5.0,,0.36,0.21,,0.21,0.07,,,,,,8.0,,,,,,,,,1.0,0.07,0.0,,3.0,,,2.0,1471000.0,1
탕부자네,39.0,,3.51,1.12,,3.65,0.37,,,,,,434.0,,,,,,,,,13.67,0.43,0.02,,3.0,,,2.0,1471000.0,1
탕수육,205.4,,9.687999999999999,8.85,,20.886000000000003,6.845999999999999,,,,,,295.6,,,,,,,,,13.645999999999997,3.46,0.648,,3.0,,,2.0,1471000.0,5
탕탕,26.0,,4.0,0.83,,0.67,0.0,,,,,,22.0,,,,,,,,,33.34,0.33,0.0,,3.0,,,2.0,1471000.0,1
탕평채,98.0,,3.775,4.005,,11.629999999999999,0.195,,,,,,172.5,,,,,,,,,33.77,0.365,0.015,,3.0,,,2.0,1471000.0,2
태국맛,179.0,,4.29,4.29,,30.48,0.48,,,,,,410.0,,,,,,,,,4.76,2.0,0.0,,3.0,,,2.0,1471000.0,1
태국식,170.0,,5.773333333333333,4.36,,26.573333333333334,3.49,,,,,,381.5,,,,,,,,,31.335000000000004,1.3033333333333335,0.008333333333333333,,3.0,,,2.0,1471000.0,6
태국식돼지고기덮밥,137.0,,7.6,2.72,,20.65,2.24,,,,,,223.0,,,,,,,,,14.88,0.54,0.01,,3.0,,,2.0,1471000.0,1
태국식새우볶음,40.0,,2.08,0.83,,7.99,1.39,,,,,,288.0,,,,,,,,,0.0,0.1,0.0,,3.0,,,2.0,1471000.0,1
태국식치킨,164.0,,5.94,4.38,,25.31,1.56,,,,,,341.0,,,,,,,,,7.81,0.69,0.0,,3.0,,,2.0,1471000.0,1
태국안가도커리,160.0,,7.95,8.82,,12.3,1.61,,,,,,189.0,,,,,,,,,33.04,5.71,0.0,,3.0,,,2.0,1471000.0,1
태평두번구운김밥김,3.0,,0.41,0.0,,0.41,0.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
탱글군만두,160.0,,3.0,0.5,,35.4,2.0,,,,,,250.0,,,,,,,,,0.0,0.1,0.0,,3.0,,,2.0,1471000.0,1
탱글물만두,190.0,,7.0,9.0,,22.0,3.0,,,,,,480.0,,,,,,,,,10.0,3.1,0.0,,3.0,,,2.0,1471000.0,1
탱글분모자떡볶이,167.0,,1.45,1.02,,38.18,9.82,,,,,,396.0,,,,,,,,,1.09,0.51,0.0,,3.0,,,2.0,1471000.0,1
탱글소시지김치볶음밥,195.0,,3.81,8.57,,25.24,3.33,,,,,,676.0,,,,,,,,,11.91,2.86,0.48,,3.0,,,2.0,1471000.0,1
탱글소시지철판볶음밥,176.5,,4.535,5.885,,26.675,1.81,,,,,,374.5,,,,,,,,,5.42,1.69,0.05,,3.0,,,2.0,1471000.0,2
탱글탱글새우버거,189.0,,6.49,8.11,,23.24,5.95,,,,,,470.0,,,,,,,,,16.22,1.46,0.03,,3.0,,,2.0,1471000.0,2
탱글한새우버거,221.0,,9.29,10.38,,22.4,4.37,,,,,,579.0,,,,,,,,,46.44,2.62,0.0,,3.0,,,2.0,1471000.0,2
탱글한새우볶음밥,156.0,,2.8,4.0,,27.2,2.0,,,,,,344.0,,,,,,,,,54.0,1.4,0.0,,3.0,,,2.0,1471000.0,1
탱탱어묵바,193.0,,7.14,11.43,,15.71,5.71,,,,,,529.0,,,,,,,,,7.14,4.14,0.0,,3.0,,,2.0,1471000.0,1
터키멜팅치즈샌드위치,264.0,,12.26,13.55,,23.23,1.94,,,,,,532.0,,,,,,,,,25.81,2.9,0.0,,3.0,,,2.0,1471000.0,1
터키슬라이스햄샐러드,92.0,,2.4,4.8,,11.2,4.8,,,,,,240.0,,,,,,,,,4.0,0.64,0.0,,3.0,,,2.0,1471000.0,1
테이스티비빔밥세트,77.0,,5.71,2.0,,8.86,4.57,,,,,,460.0,,,,,,,,,15.71,0.54,0.0,,3.0,,,2.0,1471000.0,1
토달토달샌드위치,208.0,,4.83,8.97,,26.9,5.52,,,,,,497.0,,,,,,,,,34.48,2.21,0.0,,3.0,,,2.0,1471000.0,1
토란국,16.0,95.6,1.0,0.12,0.71,2.61,0.27,0.1,8.0,0.08,16.0,109.0,190.0,0.0,0.0,3.0,0.023,0.018,0.46,0.35,0.0,1.12,0.04,0.0,,3.0,,,1.0,1471000.0,1
토란잎밥,240.5,,4.445,1.325,,52.28,0.28,,,,,,78.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
토리팥죽,60.0,,2.98,0.26,,11.49,0.0,,,,,,128.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
토마토,180.8181818181818,,6.04,8.207272727272727,,20.215454545454545,3.9318181818181817,,,,,,352.1818181818182,,,,,,,,,20.52136363636364,3.5377272727272726,0.13590909090909092,,3.0,,,2.0,1471000.0,22
토마토계란덮밥,110.0,,4.0,6.5,,9.0,3.5,,,,,,330.0,,,,,,,,,110.0,1.5,0.0,,3.0,,,2.0,1471000.0,1
토마토계란볶음,105.0,,6.25,7.25,,3.25,1.5,,,,,,247.5,,,,,,,,,186.25,2.0,0.0,,3.0,,,2.0,1471000.0,2
토마토김치,30.0,,2.0,0.0,,6.0,6.0,0.0,0.0,0.0,,,390.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
토마토달걀볶음,112.0,,7.19,6.92,,5.34,2.37,,,,,,302.0,,,,,,,,,190.97,1.72,0.02,,3.0,,,2.0,1471000.0,1
토마토닭고기덮밥,119.0,,4.38,1.94,,20.63,0.63,,,,,,81.0,,,,,,,,,9.38,0.0,0.0,,3.0,,,2.0,1471000.0,1
토마토닭볶음정식,129.0,,7.53,3.64,,18.44,2.34,3.9,,,,,229.0,,,,,,,,,15.58,1.01,0.0,,3.0,,,2.0,1471000.0,1
토마토닭볶음탕,95.0,,11.0,3.2,,6.0,3.0,,,,,,110.0,,,,,,,,,30.0,0.6,0.0,,3.0,,,2.0,1471000.0,1
토마토라구파스타,144.0,,4.63,3.13,,24.26,4.1,,,,,,182.0,,,,,,,,,2.37,0.6,0.0,,3.0,,,2.0,1471000.0,1
토마토마파두부덮밥,145.0,,4.84,3.37,,23.75,4.29,,,,,,200.0,,,,,,,,,4.79,0.47,0.0,,3.0,,,2.0,1471000.0,1
토마토모짜렐라샐러드,88.0,,4.12,4.71,,7.65,5.29,,,,,,224.0,,,,,,,,,8.82,1.94,0.0,,3.0,,,2.0,1471000.0,1
토마토미트볼버거,211.0,,7.14,10.71,,21.43,6.12,,,,,,420.0,,,,,,,,,17.86,2.35,0.0,,3.0,,,2.0,1471000.0,1
토마토새우누들샐러드,62.0,,4.07,2.22,,6.79,4.98,,,,,,287.0,,,,,,,,,53.39,0.72,0.0,,3.0,,,2.0,1471000.0,1
토마토소고기파스타,69.0,,4.0,0.7,,12.0,2.0,,,,,,672.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
