음식이름,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,원산지국코드,품목제조보고번호,데이터생성방법코드,제공기관코드,표본개수
캐슈넛연근조림,58.0,,1.54,2.46,,6.92,2.31,,,,,,65.0,,,,,,,,,0.0,0.38,0.0,,3.0,,,2.0,1471000.0,1
캠핑어묵탕,140.0,,13.0,2.9,,16.0,4.0,,,,,,520.0,,,,,,,,,30.0,0.5,0.0,,3.0,,,2.0,1471000.0,1
캠핑포차만두전골,141.0,,4.63,2.41,,25.1,1.45,,,,,,621.0,,,,,,,,,5.79,0.97,0.0,,3.0,,,2.0,1471000.0,1
커리,169.0,,8.17,3.37,,28.37,3.37,,,,,,191.0,,,,,,,,,15.38,0.87,0.0,,3.0,,,2.0,1471000.0,1
커리부어스트,165.0,,7.0,10.0,,12.0,2.0,,,,,,450.0,,,,,,,,,70.0,3.1,0.0,,3.0,,,2.0,1471000.0,1
커리오므라이스,153.0,,4.0,5.33,,22.22,7.56,,,,,,520.0,,,,,,,,,17.78,0.4,0.0,,3.0,,,2.0,1471000.0,2
커리치킨,108.0,,11.25,3.75,,7.5,3.44,,,,,,202.0,,,,,,,,,23.44,1.56,0.0,,3.0,,,2.0,1471000.0,1
커리치킨또띠아샐러드,168.0,,9.92,7.84,,14.4,2.04,,,,,,378.0,,,,,,,,,22.36,1.88,0.04,,3.0,,,2.0,1471000.0,1
커리치킨샐러드,152.5,,5.83,9.8,,12.015,3.09,,,,,,178.0,,,,,,,,,31.33,1.3199999999999998,0.0,,3.0,,,2.0,1471000.0,2
커리치킨샐러드밀박스,99.0,,6.56,5.46,,6.01,1.64,,,,,,333.0,,,,,,,,,30.05,0.87,0.0,,3.0,,,2.0,1471000.0,1
커리치킨심플샐러드,188.0,,8.48,9.09,,16.97,3.64,,,,,,303.0,,,,,,,,,18.18,1.45,0.0,,3.0,,,2.0,1471000.0,1
커진점보비빔밥,256.0,,4.93,3.61,,50.894999999999996,2.77,,,,,,905.0,,,,,,,,,3.01,0.52,0.0,,3.0,,,2.0,1471000.0,2
커플주먹밥참치김치,181.0,,3.675,5.88,,26.96,0.98,,,,,,397.0,,,,,,,,,34.31,0.98,0.0,,3.0,,,2.0,1471000.0,2
커피우유,71.2,85.8,2.248,2.0759999999999996,0.56,10.924000000000001,8.572,0.0,81.0,0.05,61.0,125.0,44.2,20.0,20.0,3.0,,0.112,0.045,0.0,0.0,5.356,1.672,0.084,,2.6,,,1.8,1471000.0,5
컬리플라워김가루죽,113.5,,4.3425,0.3825,,23.69,0.0,,,,,,24.0,,,,,,,,,0.2675,0.0,0.0,,3.0,,,2.0,1471000.0,4
컬리플라워배죽밀키트,61.0,,1.345,0.275,,13.14,0.15,,,,,,7.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
컬리플라워커리샐러드,117.0,,5.68,3.06,,17.47,4.37,,,,,,334.0,,,,,,,,,10.48,0.87,0.0,,3.0,,,2.0,1471000.0,1
컬리플라워해물스프,70.0,,3.0,3.0,,8.0,1.0,,,,,,315.0,,,,,,,,,17.5,2.2,0.0,,3.0,,,2.0,1471000.0,1
컵델리쏘야볶음,186.0,,8.91,12.85,,8.7,7.83,,,,,,839.0,,,,,,,,,29.35,5.22,0.0,,3.0,,,2.0,1471000.0,1
컵물회용,145.0,,17.0,8.0,,1.0,0.0,,,,,,115.0,,,,,,,,,25.0,1.6,0.0,,3.0,,,2.0,1471000.0,1
컵밥소시지야채덮밥,164.0,,5.0,4.64,,25.71,5.0,,,,,,400.0,,,,,,,,,10.71,1.46,0.0,,3.0,,,2.0,1471000.0,1
케네디소시지,229.0,,14.0,13.0,,14.0,1.0,,,,,,740.0,,,,,,,,,85.0,3.7,0.0,,3.0,,,2.0,1471000.0,1
케어웰시니어영양죽,413.0,,12.5,11.25,,67.5,7.5,,,,,,550.0,,,,,,,,,0.0,7.5,0.0,,3.0,,,2.0,1471000.0,1
케이밥떡볶이,237.33333333333334,,4.781666666666666,1.64,,51.60333333333333,6.760000000000001,,,,,,714.3333333333334,,,,,,,,,2.1483333333333334,1.0899999999999999,0.015,,3.0,,,2.0,1471000.0,6
케이밥잡채,353.0,,2.355,1.115,,83.41,15.055,,,,,,1284.0,,,,,,,,,0.0,0.435,0.01,,3.0,,,2.0,1471000.0,4
케이준샐러드,124.0,,5.84,5.59,,12.556666666666667,2.72,,,,,,271.3333333333333,,,,,,,,,8.623333333333333,1.2566666666666666,0.01,,3.0,,,2.0,1471000.0,3
케이준쉬림프콥샐러드,77.0,,4.35,1.7,,11.1,1.29,,,,,,111.0,,,,,,,,,17.12,0.22,0.01,,3.0,,,2.0,1471000.0,1
케이준치킨마요덮밥,213.5,,4.925000000000001,10.365,,25.265,2.7199999999999998,,,,,,228.0,,,,,,,,,21.375,2.33,0.065,,3.0,,,2.0,1471000.0,2
케이준치킨버거,239.0,,8.486666666666666,9.813333333333334,,29.146666666666665,5.793333333333334,,,,,,455.0,,,,,,,,,16.266666666666666,2.5766666666666667,0.03333333333333333,,3.0,,,2.0,1471000.0,3
케이준치킨샌드위치,225.0,,7.85,8.236,,29.82,7.948,,,,,,532.0,,,,,,,,,20.092,2.13,0.014000000000000002,,3.0,,,2.0,1471000.0,5
케이준치킨샐러드,125.85714285714286,,5.162857142857143,6.041428571428571,,11.302857142857144,4.167142857142857,,,,,,289.14285714285717,,,,,,,,,21.110000000000003,1.4357142857142857,0.01,,3.0,,,2.0,1471000.0,7
케이준치킨에그샐러드,131.0,,4.58,7.86,,10.945,2.23,,,,,,283.5,,,,,,,,,48.74,2.135,0.0,,3.0,,,2.0,1471000.0,2
케이준통안심샐러드랩,218.0,,8.7,9.66,,23.19,2.9,,,,,,471.0,,,,,,,,,9.66,1.93,0.0,,3.0,,,2.0,1471000.0,1
케이크,274.5,45.900000000000006,5.405,12.184999999999999,0.68,35.815,19.565,1.25,37.0,0.855,135.5,102.0,147.0,25.5,25.0,5.5,0.14,0.15,0.39499999999999996,1.16,0.0,106.345,5.17,0.055,,3.0,,,1.0,1471000.0,2
케일참치된장밥,149.0,,7.28,4.53,,19.67,1.76,,,,,,266.0,,,,,,,,,6.4,0.64,0.0,,3.0,,,2.0,1471000.0,1
코난햄감자카레삼각,183.0,,3.68,3.67,,33.91,0.81,,,,,,266.0,,,,,,,,,2.36,0.99,0.04,,3.0,,,2.0,1471000.0,1
코다리감자조림,121.0,,7.5600000000000005,4.22,,13.07,4.335,,,,,,409.0,,,,,,,,,93.815,0.5700000000000001,0.0,,3.0,,,2.0,1471000.0,2
코다리살간장구이,134.0,,3.79,3.16,,22.56,2.61,,,,,,331.0,,,,,,,,,5.76,0.82,0.0,,3.0,,,2.0,1471000.0,1
코다리살감자조림,120.0,,7.81,4.0,,13.36,4.45,,,,,,446.0,,,,,,,,,102.39,0.9,0.0,,3.0,,,2.0,1471000.0,1
코다리살시래기조림,100.0,,7.0,2.88,,11.39,4.08,,,,,,354.0,,,,,,,,,25.39,0.64,0.0,,3.0,,,2.0,1471000.0,1
코다리조림,86.0,,16.46,0.4,,4.16,3.67,,,,,,466.0,,,,,,,,,66.8,0.17,0.02,,3.0,,,2.0,1471000.0,1
코다리조림도시락,173.0,,5.59,4.66,,27.64,4.04,,,,,,199.0,,,,,,,,,7.14,0.68,0.0,,3.0,,,2.0,1471000.0,1
코빈상회,309.0,,33.0175,7.18,,40.7175,2.69625,15.4375,,,,,39.0,,,,,,,,,0.0,2.73,0.0,,3.0,,,2.0,1471000.0,8
코울슬로바삭튀김버거,306.0,,7.26,18.07,,28.58,7.92,,,,,,355.0,,,,,,,,,5.73,5.14,0.07,,3.0,,,2.0,1471000.0,1
코울슬로샐러드,75.0,,0.3,5.0,,7.3,7.0,,,,,,130.0,,,,,,,,,0.0,0.6,0.0,,3.0,,,2.0,1471000.0,1
코코넛닭갈비볶음소스,218.0,,8.22,15.22,,12.22,2.22,,,,,,383.0,,,,,,,,,38.61,9.0,0.0,,3.0,,,2.0,1471000.0,1
코코넛새우버거까스,155.0,,8.0,2.8,,25.0,2.0,,,,,,340.0,,,,,,,,,25.0,1.9,0.0,,3.0,,,2.0,1471000.0,1
코코넛쉬림프커리,155.0,,3.66,5.35,,23.1,1.69,,,,,,395.0,,,,,,,,,16.34,2.54,0.0,,3.0,,,2.0,1471000.0,1
코코넛옐로우치킨커리,122.0,,13.6,6.4,,3.6,0.0,,,,,,248.0,,,,,,,,,45.04,4.48,0.12,,3.0,,,2.0,1471000.0,1
코코넛치킨커리,118.0,,6.0,5.2,,11.5,5.5,,,,,,297.0,,,,,,,,,17.5,3.0,0.0,,3.0,,,2.0,1471000.0,1
코코넛커리,195.0,,7.8,8.78,,21.95,1.46,,,,,,166.0,,,,,,,,,26.83,2.93,0.0,,3.0,,,2.0,1471000.0,1
코코아우유,89.0,,2.43,3.57,,11.43,10.71,,,,,,43.0,,,,,,,,,14.29,2.14,0.0,,3.0,,,2.0,1471000.0,1
코쿠미쌀밥,190.0,,3.35,0.79,,42.37,0.8,,,,,,414.0,,,,,,,,,0.0,0.14,0.0,,3.0,,,2.0,1471000.0,1
콕찍어먹는꼬마김밥,149.0,,2.61,2.35,,29.24,12.53,,,,,,525.0,,,,,,,,,0.0,0.47,0.0,,3.0,,,2.0,1471000.0,1
콕찍어소시지볶음밥,186.0,,6.87,7.25,,23.34,2.28,,,,,,450.0,,,,,,,,,78.05,2.36,0.1,,3.0,,,2.0,1471000.0,1
콘마요유부초밥,204.0,,4.51,6.67,,31.36,6.17,,,,,,374.0,,,,,,,,,1.77,1.17,0.0,,3.0,,,2.0,1471000.0,1
콘맛살샌드위치,223.0,,6.29,11.66,,23.12,6.68,,,,,,616.0,,,,,,,,,15.46,3.66,0.24,,3.0,,,2.0,1471000.0,1
콘버터샐러드,220.0,,1.6,17.0,,15.2,14.4,,,,,,546.0,,,,,,,,,35.0,6.6,0.24,,3.0,,,2.0,1471000.0,1
콘버터치킨스프,74.0,,4.93,1.93,,9.27,2.8,,,,,,210.0,,,,,,,,,15.87,1.2,0.07,,3.0,,,2.0,1471000.0,1
콘샐러드,138.42857142857142,,3.9,6.232857142857143,,17.818571428571428,6.614285714285714,,,,,,435.2857142857143,,,,,,,,,3.244285714285714,1.0642857142857143,0.2857142857142857,,3.0,,,2.0,1471000.0,7
콘샐러드샌드,313.0,,7.19,20.86,,23.74,8.63,,,,,,554.0,,,,,,,,,39.57,9.35,0.36000000000000004,,3.0,,,2.0,1471000.0,3
콘스프,179.25,,2.0275,7.8075,,24.89,11.615,,,,,,672.5,,,,,,,,,2.7925,4.525,0.0375,,3.0,,,2.0,1471000.0,4
콘스프우유,65.0,,3.0,1.5,,10.0,8.0,,,,,,40.0,,,,,,,,,5.0,1.4,0.0,,3.0,,,2.0,1471000.0,1
콘야채샐러드,125.0,,1.9,5.4,,17.2,7.8,,,,,,221.0,,,,,,,,,3.5,0.9,0.0,,3.0,,,2.0,1471000.0,2
콘참치샐러드,203.0,,4.97,15.385,,11.094999999999999,4.3100000000000005,,,,,,456.0,,,,,,,,,18.855,2.395,0.065,,3.0,,,2.0,1471000.0,2
콘참치샐러드롤,276.0,,4.71,22.350000000000005,,14.12,5.88,,,,,,259.0,,,,,,,,,23.53,8.24,0.59,,3.0,,,2.0,1471000.0,3
콘참치샐러드샌드,307.0,,7.3,20.44,,23.36,5.84,,,,,,460.0,,,,,,,,,14.6,8.03,0.36999999999999994,,3.0,,,2.0,1471000.0,3
콘치즈그라탕,193.0,,4.44,12.44,,16.0,7.56,,,,,,502.0,,,,,,,,,13.33,2.67,0.0,,3.0,,,2.0,1471000.0,1
콘치즈김치,240.0,,3.0,11.0,,33.0,5.0,,,,,,610.0,,,,,,,,,10.0,2.9,1.0,,3.0,,,2.0,1471000.0,1
콘치즈랩샌드위치,210.0,,4.97,7.54,,30.43,8.47,,,,,,478.0,,,,,,,,,6.23,2.9,0.0,,3.0,,,2.0,1471000.0,1
콘치즈만두,230.0,,8.0,9.0,,29.0,4.0,,,,,,320.0,,,,,,,,,25.0,4.1,0.0,,3.0,,,2.0,1471000.0,1
콘치즈샌드위치,279.0,,6.33,13.82,,32.12,6.43,,,,,,470.0,,,,,,,,,7.65,2.66,0.07,,3.0,,,2.0,1471000.0,1
콘치즈샐러드,149.0,,6.09,8.4,,12.35,4.13,,,,,,289.0,,,,,,,,,69.33,2.04,0.04,,3.0,,,2.0,1471000.0,1
콘치즈칠리버거,234.0,,8.54,12.89,,21.06,5.85,,,,,,417.0,,,,,,,,,29.27,2.8,0.08,,3.0,,,2.0,1471000.0,1
콘치즈품은소떡궁,225.0,,9.2,9.6,,26.0,2.7,,,,,,493.0,,,,,,,,,27.1,3.2,0.0,,3.0,,,2.0,1471000.0,1
콘크림스프,87.0,,1.33,4.67,,10.0,7.67,,,,,,353.0,,,,,,,,,13.33,4.0,0.0,,3.0,,,2.0,1471000.0,1
콘푸실리샐러드,206.0,,3.43,7.13,,32.22,10.74,,,,,,923.0,,,,,,,,,0.0,1.3,0.0,,3.0,,,2.0,1471000.0,1
콘햄김치볶음밥,184.0,,3.23,5.81,,29.68,2.58,,,,,,561.0,,,,,,,,,5.16,0.58,0.0,,3.0,,,2.0,1471000.0,1
콜드컷치킨샐러드,143.0,,5.85,7.6,,12.87,4.68,,,,,,205.0,,,,,,,,,35.09,0.76,0.0,,3.0,,,2.0,1471000.0,1
콜라겐요정스프,35.0,,6.0,0.5,,3.67,2.33,,,,,,187.0,,,,,,,,,6.0,0.17,0.0,,3.0,,,2.0,1471000.0,2
콜리플라워치즈그라탕,118.0,,3.5,7.5,,9.0,2.0,,,,,,250.0,,,,,,,,,10.0,2.3,0.1,,3.0,,,2.0,1471000.0,1
콤보김밥,142.5,,3.88,5.11,,20.235,2.455,,,,,,349.0,,,,,,,,,12.469999999999999,1.025,0.0,,3.0,,,2.0,1471000.0,2
콤비네이션피자,277.0,,9.09,15.15,,26.06,4.24,,,,,,473.0,,,,,,,,,18.18,4.24,0.3,,3.0,,,2.0,1471000.0,1
콤비네이션피자브리또,240.0,,11.2,11.2,,24.0,2.0,,,,,,488.0,,,,,,,,,20.0,6.4,0.24,,3.0,,,2.0,1471000.0,1
콥볼샐러드,115.0,,5.14,8.0,,5.71,1.14,,,,,,223.0,,,,,,,,,40.0,2.46,0.0,,3.0,,,2.0,1471000.0,1
콥샐러드,105.75,,5.8375,6.4775,,5.7725,2.0925000000000002,,,,,,230.75,,,,,,,,,41.54,2.0025,0.02,,3.0,,,2.0,1471000.0,4
콥샐러드랩의키스,175.0,,7.0,8.0,,19.0,3.0,,,,,,306.0,,,,,,,,,38.0,1.9,0.0,,3.0,,,2.0,1471000.0,1
콩고기죽,56.0,,2.16,0.92,,10.02,0.12,,,,,,214.0,,,,,,,,,0.0,0.21,0.0,,3.0,,,2.0,1471000.0,1
콩구마샐러드,110.0,,5.65,1.11,,19.83,3.54,,,,,,174.0,,,,,,,,,0.0,0.18,0.0,,3.0,,,2.0,1471000.0,1
콩국수,81.0,83.3,3.9,3.35,0.5,8.92,0.24,1.9,22.0,0.6,45.0,109.0,67.0,1.0,0.0,15.0,0.16,0.011,0.0,1.36,0.0,0.0,0.17,0.0,,3.0,,,1.0,1471000.0,1
콩나물,46.0,,2.12,0.79,,7.57,0.3225,,,,,,248.625,,,,,,,,,2.20875,0.10500000000000001,0.0,,3.0,,,2.0,1471000.0,8
콩나물감자국,17.0,,1.46,0.24,,2.2,0.37,,,,,,378.0,,,,,,,,,2.93,0.02,0.0,,3.0,,,2.0,1471000.0,1
콩나물국,8.333333333333334,97.9,0.8133333333333334,0.2233333333333333,0.69,1.04,0.10333333333333333,0.4,9.0,0.08,12.0,37.0,204.33333333333334,1.0,0.0,12.0,0.0,0.023,0.045,0.22,0.0,0.49333333333333335,0.06,0.0,,3.0,,,1.6666666666666667,1471000.0,3
콩나물김치국,8.0,,0.67,0.17,,1.17,0.5,,,,,,132.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
콩나물김치죽,50.0,,2.0,0.3,,10.0,0.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
콩나물김칫국,22.5,,1.44,0.13,,3.925,0.5,,,,,,727.5,,,,,,,,,0.045,0.045,0.0,,3.0,,,2.0,1471000.0,2
콩나물닭고기찜요리,52.0,,7.0,0.9,,4.0,0.7,,,,,,70.0,,,,,,,,,25.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
콩나물무침,78.0,,4.4,4.91,,3.928,0.5,,,,,,458.0,,,,,,,,,0.0,0.662,0.0,,3.0,,,2.0,1471000.0,5
콩나물미나리순대,146.0,,7.8,6.8,,13.5,0.8,,,,,,386.0,,,,,,,,,57.4,2.0,0.0,,3.0,,,2.0,1471000.0,1
콩나물밥,123.0,70.1,4.68,1.58,1.28,22.39,0.04,1.9,16.0,0.52,125.0,241.0,272.0,4.0,0.0,50.0,0.059,0.047,1.019,0.0,0.0,3.14,0.42,0.01,,3.0,,,1.0,1471000.0,1
콩나물밥정식,128.0,,5.4,3.78,,17.99,1.62,,,,,,299.0,,,,,,,,,15.11,0.76,0.0,,3.0,,,2.0,1471000.0,1
콩나물불고기,121.0,,7.23,7.42,,6.22,5.54,,,,,,380.0,,,,,,,,,5.82,2.7,0.0,,3.0,,,2.0,1471000.0,1
콩나물불고기도시락,141.5,,5.484999999999999,4.154999999999999,,20.64,3.145,,,,,,301.5,,,,,,,,,23.965,1.1,0.0,,3.0,,,2.0,1471000.0,2
콩나물불고기요리,41.0,,4.0,1.6,,2.67,2.0,,,,,,20.0,,,,,,,,,2.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
콩나물우엉잡채,119.0,,4.0,0.8,,24.0,10.0,,,,,,590.0,,,,,,,,,5.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
콩나물해장국,14.0,,1.6,0.26,,1.4,0.02,,,,,,386.0,,,,,,,,,4.0,0.05,0.0,,3.0,,,2.0,1471000.0,1
콩나물황태국,16.0,,2.5,0.33,,0.88,0.63,,,,,,157.0,,,,,,,,,4.88,0.0,0.0,,3.0,,,2.0,1471000.0,1
콩단백숯불직화구이,240.0,,15.0,14.0,,16.0,9.0,,,,,,470.0,,,,,,,,,0.0,2.3,0.0,,3.0,,,2.0,1471000.0,2
콩되비지탕,68.0,,3.65,2.77,,7.12,0.12,,,,,,163.0,,,,,,,,,1.03,0.47,0.0,,3.0,,,2.0,1471000.0,1
콩박스테이크,170.0,,10.91,9.55,,10.45,2.27,,,,,,400.0,,,,,,,,,27.27,3.18,0.14,,3.0,,,2.0,1471000.0,1
콩밥,151.5,62.15,3.74,0.64,0.7,32.775,0.0,1.5,28.5,0.36,42.0,78.0,149.0,1.0,0.0,12.0,0.635,0.01,0.1575,0.015,0.0,0.0,0.12000000000000001,0.0,,3.0,,,1.0,1471000.0,2
콩불고기샐러드,90.0,,5.13,3.67,,8.87,6.4,,,,,,170.0,,,,,,,,,3.83,0.58,0.02,,3.0,,,2.0,1471000.0,1
콩불구이,135.0,,4.78,3.48,,20.87,3.91,,,,,,274.0,,,,,,,,,0.0,0.52,0.0,,3.0,,,2.0,1471000.0,1
콩불라이스샐러드,110.0,,4.65,3.0,,16.0,7.5,,,,,,160.0,,,,,,,,,0.0,0.5,0.0,,3.0,,,2.0,1471000.0,1
콩비지가득김치덮밥,128.0,,6.58,4.21,,15.94,1.605,,,,,,218.0,,,,,,,,,6.1,0.605,0.015,,3.0,,,2.0,1471000.0,2
콩비지김치덮밥소스,78.0,,5.22,4.22,,4.78,0.78,,,,,,275.0,,,,,,,,,9.61,0.83,0.0,,3.0,,,2.0,1471000.0,1
콩비지김치찌개,63.0,,4.83,2.17,,5.83,0.67,,,,,,277.0,,,,,,,,,5.0,0.67,0.0,,3.0,,,2.0,1471000.0,1
콩비지스프,81.0,,2.0,5.87,,5.07,1.47,,,,,,244.0,,,,,,,,,0.0,0.93,0.0,,3.0,,,2.0,1471000.0,1
콩비지찌개,64.58333333333333,,4.251666666666667,2.7175,,5.8175,1.5425000000000002,,,,,,400.5833333333333,,,,,,,,,5.8525,0.8224999999999999,0.0275,,3.0,,,2.0,1471000.0,12
콩비지추어탕,33.0,,2.3,1.1,,3.5,0.8,,,,,,257.0,,,,,,,,,7.2,0.2,0.0,,3.0,,,2.0,1471000.0,1
콩비지탕,54.666666666666664,,3.1300000000000003,1.7966666666666669,,6.446666666666666,0.8333333333333334,,,,,,326.0,,,,,,,,,4.443333333333333,0.39333333333333337,0.0,,3.0,,,2.0,1471000.0,3
콩샐러드,123.5,,5.605,3.535,,17.535,3.105,,,,,,136.0,,,,,,,,,0.0,0.49,0.0,,3.0,,,2.0,1471000.0,2
콩소스밥,110.0,,5.0,3.58,,15.63,2.18,,,,,,,,,,,,,,,0.0,0.05,0.0,,3.0,,,2.0,1471000.0,1
콩잎김치,93.0,,4.2299999999999995,2.58,,13.379999999999999,6.0600000000000005,,,,,,1386.0,,,,,,,,,0.0,0.11,0.07,,3.0,,,2.0,1471000.0,2
콩조림,194.0,,16.0,6.0,,18.0,3.0,,,,,,452.0,,,,,,,,,0.0,0.9,0.0,,3.0,,,2.0,1471000.0,1
콩죽,58.0,,4.0,1.5,,7.0,0.0,,,,,,0.0,,,,,,,,,0.0,1.2,0.0,,3.0,,,2.0,1471000.0,2
콩콩밥,161.0,,6.36,6.36,,19.55,5.45,,,,,,295.0,,,,,,,,,9.09,1.5,0.0,,3.0,,,2.0,1471000.0,1
콩콩영양밥,129.0,,9.41,1.88,,18.82,1.57,,,,,,157.0,,,,,,,,,11.76,0.0,0.0,,3.0,,,2.0,1471000.0,1
콩콩푸드밥과너비아니,160.0,,8.49,5.19,,20.28,1.89,,,,,,170.0,,,,,,,,,7.08,0.66,0.0,,3.0,,,2.0,1471000.0,1
콰트로믹스샌드위치,312.0,,7.32,11.71,,44.39,17.56,,,,,,590.0,,,,,,,,,45.85,2.93,0.0,,3.0,,,2.0,1471000.0,1
콰트로치즈파스타,166.0,,5.67,7.0,,20.0,0.67,,,,,,273.0,,,,,,,,,8.33,3.0,0.07,,3.0,,,2.0,1471000.0,1
콰트로타워버거,236.0,,6.19,12.86,,23.81,6.19,,,,,,619.0,,,,,,,,,26.67,3.81,0.05,,3.0,,,2.0,1471000.0,2
콰트로햄치즈부대찌개,204.0,,8.19,10.73,,18.64,2.26,,,,,,742.0,,,,,,,,,31.36,3.67,0.0,,3.0,,,2.0,1471000.0,1
쿠가네해물누룽지탕,80.0,,3.0,2.29,,12.0,1.29,,,,,,410.0,,,,,,,,,5.71,0.21,0.0,,3.0,,,2.0,1471000.0,1
쿠마주꾸미볶음,87.0,,9.78,0.54,,10.66,0.7,,,,,,757.0,,,,,,,,,119.66,0.18,0.0,,3.0,,,2.0,1471000.0,1
쿠캣고기굴림만두,200.0,,9.52,12.86,,11.43,2.38,,,,,,386.0,,,,,,,,,16.67,1.95,0.0,,3.0,,,2.0,1471000.0,1
쿠캣김치굴림만두,157.0,,9.52,7.62,,12.38,2.38,,,,,,586.0,,,,,,,,,19.05,1.24,0.0,,3.0,,,2.0,1471000.0,1
쿠키앤크림우유,73.0,,2.0,1.4,,13.0,11.4,,,,,,55.0,,,,,,,,,5.0,0.76,0.0,,3.0,,,2.0,1471000.0,1
쿡탐감자탕,58.0,,4.89,2.22,,4.44,1.33,,,,,,400.0,,,,,,,,,6.67,0.67,0.07,,3.0,,,2.0,1471000.0,1
쿡탐곱창전골,78.0,,4.0,5.0,,4.2,1.4,,,,,,370.0,,,,,,,,,16.0,2.0,0.06,,3.0,,,2.0,1471000.0,1
쿡탐꼬리곰탕,57.0,,6.67,2.71,,1.46,0.42,,,,,,313.0,,,,,,,,,7.29,1.02,0.06,,3.0,,,2.0,1471000.0,1
쿡탐돼지국밥,53.0,,7.2,2.4,,0.6,0.6,,,,,,320.0,,,,,,,,,12.0,0.86,0.0,,3.0,,,2.0,1471000.0,1
쿡탐돼지김치전골,147.0,,3.74,6.42,,18.72,2.67,,,,,,717.0,,,,,,,,,5.35,2.67,0.16,,3.0,,,2.0,1471000.0,1
쿡탐마라전골,163.0,,4.16,6.56,,21.88,2.19,,,,,,816.0,,,,,,,,,2.74,2.41,0.03,,3.0,,,2.0,1471000.0,1
쿡탐부대전골,162.0,,6.59,7.14,,17.58,1.65,,,,,,753.0,,,,,,,,,8.24,3.3,0.0,,3.0,,,2.0,1471000.0,1
쿡탐얼큰돼지국밥,79.0,,6.0,5.56,,1.33,0.44,,,,,,300.0,,,,,,,,,11.11,2.22,0.07,,3.0,,,2.0,1471000.0,1
쿡탐우거지갈비탕,34.0,,2.2,1.6,,2.6,1.6,,,,,,320.0,,,,,,,,,8.0,1.0,0.06,,3.0,,,2.0,1471000.0,1
쿡탐장터소고기전골,137.0,,2.86,5.14,,20.0,1.71,,,,,,749.0,,,,,,,,,2.86,2.46,0.17,,3.0,,,2.0,1471000.0,1
쿡탐짬뽕탕,23.0,,1.4,0.6,,3.0,0.6,,,,,,340.0,,,,,,,,,6.0,0.14,0.0,,3.0,,,2.0,1471000.0,1
쿡탐청국장찌개,64.0,,5.2,2.6,,5.0,1.4,,,,,,380.0,,,,,,,,,1.0,0.78,0.06,,3.0,,,2.0,1471000.0,1
쿵팟퐁커리,192.0,,8.0,12.0,,13.0,5.0,,,,,,322.0,,,,,,,,,85.0,2.5,0.1,,3.0,,,2.0,1471000.0,1
퀴노아갈릭밥,168.0,,6.4,3.92,,26.8,3.2,,,,,,298.0,,,,,,,,,12.4,1.08,0.0,,3.0,,,2.0,1471000.0,1
퀴노아고구마밥,166.0,,4.2,5.46,,25.21,4.2,,,,,,153.0,,,,,,,,,4.2,0.84,0.0,,3.0,,,2.0,1471000.0,1
퀴노아곤약밥,167.0,,6.745,6.98,,19.535,2.56,,,,,,300.0,,,,,,,,,6.975,1.655,0.0,,3.0,,,2.0,1471000.0,2
퀴노아렌틸콩밥,128.5,,7.07,3.55,,16.725,1.2650000000000001,,,,,,187.5,,,,,,,,,8.27,0.59,0.04,,3.0,,,2.0,1471000.0,2
퀴노아렌틸콩잡곡밥,164.5,,6.904999999999999,4.76,,23.335,2.31,,,,,,243.0,,,,,,,,,22.62,1.05,0.0,,3.0,,,2.0,1471000.0,2
퀴노아렌틸콩현미밥,147.0,,7.46,3.1149999999999998,,22.700000000000003,2.2199999999999998,,,,,,222.5,,,,,,,,,22.1,0.89,0.0,,3.0,,,2.0,1471000.0,2
퀴노아바질미니샐러드,80.0,,5.07,1.52,,11.59,9.42,,,,,,174.0,,,,,,,,,14.49,0.14,0.0,,3.0,,,2.0,1471000.0,1
퀴노아밥,164.875,,6.08125,5.8425,,22.54875,1.7225,,,,,,243.625,,,,,,,,,8.015,1.4475,0.0,,3.0,,,2.0,1471000.0,8
퀴노아볶음밥,193.0,,4.76,4.29,,33.81,1.9,,,,,,162.0,,,,,,,,,0.0,0.86,0.0,,3.0,,,2.0,1471000.0,1
퀴노아영앙밥,197.0,,7.53,8.57,,22.08,4.68,,,,,,332.0,,,,,,,,,9.09,1.56,0.0,,3.0,,,2.0,1471000.0,1
퀴노아영양밥,168.0888888888889,,6.897111111111111,4.479333333333333,,25.032666666666668,3.325555555555556,,,,,,245.93333333333334,,,,,,,,,15.950444444444445,1.122,0.009333333333333334,,3.0,,,2.0,1471000.0,45
